Lat,Lon,Height
-10.087,123.748,4.290376186
-10.087,123.748,4.290376186
-10.087,123.748,4.290376186
16.315,120.01,0
16.202,119.988,0
16.32,120.002,0
16.371,119.964,17.39365196
11.719,122.39,8.881648064
11.719,122.391,10.95210838
16.243,119.93,0
10.201,124.166,5.410400391
10.088,124.119,7.107793808
15.494,119.923,0
9.543,138.092,7.499483109
9.556,138.178,3.411943674
9.514,138.148,24.81680298
9.553,138.01,28.74719048
9.588,138.127,11.725667
7.353,134.539,8.851569176
7.383,134.511,10.07649517
7.58,134.632,18.75405884
22.519,114.024,3.218568325
22.519,114.024,3.218568325
22.519,114.024,3.218568325
22.519,114.024,3.218568325
22.519,114.024,3.218568325
22.519,114.024,3.218568325
4.838,100.617,31.00443268
4.851,100.612,25.69838142
4.86,100.616,17.42685699
22.519,114.024,3.218568325
22.519,114.024,3.218568325
22.519,114.024,3.218568325
22.519,114.024,3.218568325
22.721,113.765,0
22.721,113.765,0
